"ensembl_transcript_id","ensembl_gene_id","X","X3UTR_chrom","X3UTR_start","X3UTR_end","external_gene_name","description"
"ENST00000310974","ENSG00000173852",6476,"chr7",34928875,34931572,"DPY19L1","dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205]"
"ENST00000310974","ENSG00000173852",6475,"chr7",34928875,34931572,"DPY19L1","dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205]"
"ENST00000638088","ENSG00000173852",6478,"chr7",34928880,34931572,"DPY19L1","dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205]"
"ENST00000638088","ENSG00000173852",6477,"chr7",34928880,34931572,"DPY19L1","dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205]"
"ENST00000356321","ENSG00000198146",6483,"chr15",34978340,34981358,"ZNF770","zinc finger protein 770 [Source:HGNC Symbol;Acc:HGNC:26061]"
"ENST00000356321","ENSG00000198146",6482,"chr15",34978340,34981358,"ZNF770","zinc finger protein 770 [Source:HGNC Symbol;Acc:HGNC:26061]"
"ENST00000356321","ENSG00000198146",6480,"chr15",34978340,34981358,"ZNF770","zinc finger protein 770 [Source:HGNC Symbol;Acc:HGNC:26061]"
"ENST00000356321","ENSG00000198146",6481,"chr15",34978340,34981358,"ZNF770","zinc finger protein 770 [Source:HGNC Symbol;Acc:HGNC:26061]"
"ENST00000356321","ENSG00000198146",6479,"chr15",34978340,34981358,"ZNF770","zinc finger protein 770 [Source:HGNC Symbol;Acc:HGNC:26061]"
"ENST00000252015","ENSG00000100991",6485,"chr20",35002403,35003145,"TRPC4AP","transient receptor potential cation channel subfamily C member 4 associated protein [Source:HGNC Symbol;Acc:HGNC:16181]"
"ENST00000451813","ENSG00000100991",6484,"chr20",35002403,35003145,"TRPC4AP","transient receptor potential cation channel subfamily C member 4 associated protein [Source:HGNC Symbol;Acc:HGNC:16181]"
"ENST00000317991","ENSG00000089351",6492,"chr19",35026141,35026469,"GRAMD1A","GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]"
"ENST00000317991","ENSG00000089351",6493,"chr19",35026141,35026469,"GRAMD1A","GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]"
"ENST00000411896","ENSG00000089351",6490,"chr19",35026141,35026469,"GRAMD1A","GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]"
"ENST00000411896","ENSG00000089351",6491,"chr19",35026141,35026469,"GRAMD1A","GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]"
"ENST00000599564","ENSG00000089351",6486,"chr19",35026141,35026471,"GRAMD1A","GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]"
"ENST00000599564","ENSG00000089351",6487,"chr19",35026141,35026471,"GRAMD1A","GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]"
"ENST00000680623","ENSG00000089351",6488,"chr19",35026141,35026469,"GRAMD1A","GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]"
"ENST00000680623","ENSG00000089351",6489,"chr19",35026141,35026469,"GRAMD1A","GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]"
"ENST00000679902","ENSG00000165280",6494,"chr9",35053927,35057371,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000679902","ENSG00000165280",6495,"chr9",35053927,35057371,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000679902","ENSG00000165280",6496,"chr9",35053927,35057371,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000677257","ENSG00000165280",6500,"chr9",35055375,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000677257","ENSG00000165280",6502,"chr9",35055375,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000677257","ENSG00000165280",6498,"chr9",35055375,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000678650","ENSG00000165280",6499,"chr9",35055375,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000678650","ENSG00000165280",6497,"chr9",35055375,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000678650","ENSG00000165280",6501,"chr9",35055375,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000358901","ENSG00000165280",6508,"chr9",35056063,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000358901","ENSG00000165280",6503,"chr9",35056063,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000358901","ENSG00000165280",6507,"chr9",35056063,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000448530","ENSG00000165280",6504,"chr9",35056063,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000448530","ENSG00000165280",6506,"chr9",35056063,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000448530","ENSG00000165280",6505,"chr9",35056063,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000679647","ENSG00000165280",6509,"chr9",35056575,35056976,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000679647","ENSG00000165280",6510,"chr9",35056575,35056976,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000681335","ENSG00000165280",6512,"chr9",35056576,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000681335","ENSG00000165280",6513,"chr9",35056576,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000681335","ENSG00000165280",6511,"chr9",35056576,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000417448","ENSG00000165280",6514,"chr9",35056587,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000417448","ENSG00000165280",6515,"chr9",35056587,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000417448","ENSG00000165280",6516,"chr9",35056587,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000679862","ENSG00000165280",6519,"chr9",35056633,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000679862","ENSG00000165280",6517,"chr9",35056633,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000679862","ENSG00000165280",6518,"chr9",35056633,35057116,"VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"ENST00000262626","ENSG00000105707",6527,"chr19",35066287,35066571,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]"
"ENST00000262626","ENSG00000105707",6526,"chr19",35066287,35066571,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]"
"ENST00000392226","ENSG00000105707",6520,"chr19",35066287,35066571,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]"
"ENST00000392226","ENSG00000105707",6528,"chr19",35066287,35066571,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]"
"ENST00000597419","ENSG00000105707",6529,"chr19",35066287,35066558,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]"
"ENST00000597419","ENSG00000105707",6524,"chr19",35066287,35066558,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]"
"ENST00000672452","ENSG00000105707",6522,"chr19",35066287,35066573,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]"
"ENST00000672452","ENSG00000105707",6525,"chr19",35066287,35066573,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]"
"ENST00000673426","ENSG00000105707",6523,"chr19",35066287,35066571,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]"
"ENST00000673426","ENSG00000105707",6521,"chr19",35066287,35066571,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]"
"ENST00000357214","ENSG00000116560",6530,"chr1",35182935,35184455,"SFPQ","splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]"
"ENST00000278379","ENSG00000110436",6531,"chr11",35251204,35260893,"SLC1A2","solute carrier family 1 member 2 [Source:HGNC Symbol;Acc:HGNC:10940]"
"ENST00000675032","ENSG00000242372",6533,"chr20",35278906,35279196,"EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]"
"ENST00000675032","ENSG00000242372",6532,"chr20",35278906,35279196,"EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]"
"ENST00000374436","ENSG00000242372",6536,"chr20",35278910,35279196,"EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]"
"ENST00000374436","ENSG00000242372",6537,"chr20",35278910,35279196,"EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]"
"ENST00000374443","ENSG00000242372",6534,"chr20",35278910,35279196,"EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]"
"ENST00000374443","ENSG00000242372",6535,"chr20",35278910,35279196,"EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]"
"ENST00000374450","ENSG00000242372",6539,"chr20",35278917,35279196,"EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]"
"ENST00000374450","ENSG00000242372",6538,"chr20",35278917,35279196,"EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]"
"ENST00000222305","ENSG00000105698",6541,"chr19",35279256,35279821,"USF2","upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]"
"ENST00000343550","ENSG00000105698",6540,"chr19",35279256,35279815,"USF2","upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]"
"ENST00000595068","ENSG00000105698",6542,"chr19",35279256,35279814,"USF2","upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]"
"ENST00000557565","ENSG00000258790",6543,"chr14",35312880,35313059,"","novel transcript"
"ENST00000261332","ENSG00000172466",6544,"chr18",35332226,35337231,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000261332","ENSG00000172466",6548,"chr18",35332226,35337231,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000261332","ENSG00000172466",6545,"chr18",35332226,35337231,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000261332","ENSG00000172466",6547,"chr18",35332226,35337231,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000399061","ENSG00000172466",6551,"chr18",35332226,35337231,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000399061","ENSG00000172466",6550,"chr18",35332226,35337231,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000399061","ENSG00000172466",6552,"chr18",35332226,35337231,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000399061","ENSG00000172466",6549,"chr18",35332226,35337231,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000589881","ENSG00000172466",6553,"chr18",35332226,35339059,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000589881","ENSG00000172466",6555,"chr18",35332226,35339059,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000589881","ENSG00000172466",6546,"chr18",35332226,35339059,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000589881","ENSG00000172466",6554,"chr18",35332226,35339059,"ZNF24","zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]"
"ENST00000216797","ENSG00000100906",6558,"chr14",35401512,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000216797","ENSG00000100906",6556,"chr14",35401512,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000216797","ENSG00000100906",6561,"chr14",35401512,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000216797","ENSG00000100906",6560,"chr14",35401512,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000216797","ENSG00000100906",6559,"chr14",35401512,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000216797","ENSG00000100906",6562,"chr14",35401512,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000216797","ENSG00000100906",6557,"chr14",35401512,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557140","ENSG00000100906",6568,"chr14",35401539,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557140","ENSG00000100906",6564,"chr14",35401539,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557140","ENSG00000100906",6569,"chr14",35401539,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557140","ENSG00000100906",6567,"chr14",35401539,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557140","ENSG00000100906",6563,"chr14",35401539,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557140","ENSG00000100906",6565,"chr14",35401539,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557140","ENSG00000100906",6566,"chr14",35401539,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557389","ENSG00000100906",6576,"chr14",35401544,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557389","ENSG00000100906",6575,"chr14",35401544,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557389","ENSG00000100906",6571,"chr14",35401544,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557389","ENSG00000100906",6573,"chr14",35401544,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557389","ENSG00000100906",6572,"chr14",35401544,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557389","ENSG00000100906",6570,"chr14",35401544,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000557389","ENSG00000100906",6574,"chr14",35401544,35402012,"NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"ENST00000216122","ENSG00000100297",6579,"chr22",35424255,35425431,"MCM5","minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]"
"ENST00000216122","ENSG00000100297",6578,"chr22",35424255,35425431,"MCM5","minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]"
"ENST00000382011","ENSG00000100297",6577,"chr22",35424255,35424501,"MCM5","minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]"
"ENST00000382011","ENSG00000100297",6580,"chr22",35424255,35424501,"MCM5","minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]"
"ENST00000311565","ENSG00000112033",6581,"chr6",35426079,35428178,"PPARD","peroxisome proliferator activated receptor delta [Source:HGNC Symbol;Acc:HGNC:9235]"
"ENST00000360694","ENSG00000112033",6583,"chr6",35426079,35428178,"PPARD","peroxisome proliferator activated receptor delta [Source:HGNC Symbol;Acc:HGNC:9235]"
"ENST00000418635","ENSG00000112033",6584,"chr6",35426079,35428191,"PPARD","peroxisome proliferator activated receptor delta [Source:HGNC Symbol;Acc:HGNC:9235]"
"ENST00000448077","ENSG00000112033",6582,"chr6",35426079,35428191,"PPARD","peroxisome proliferator activated receptor delta [Source:HGNC Symbol;Acc:HGNC:9235]"
"ENST00000325722","ENSG00000142687",6585,"chr1",35433491,35434893,"KIAA0319L","KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071]"
"ENST00000338863","ENSG00000007866",6586,"chr6",35473596,35475043,"TEAD3","TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716]"
"ENST00000338863","ENSG00000007866",6587,"chr6",35473596,35475043,"TEAD3","TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716]"
"ENST00000265375","ENSG00000108100",6594,"chr10",35569170,35572669,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000265375","ENSG00000108100",6593,"chr10",35569170,35572669,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000265375","ENSG00000108100",6595,"chr10",35569170,35572669,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000339497","ENSG00000108100",6596,"chr10",35569170,35572669,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000339497","ENSG00000108100",6597,"chr10",35569170,35572669,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000339497","ENSG00000108100",6589,"chr10",35569170,35572669,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000374704","ENSG00000108100",6599,"chr10",35569170,35572667,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000374704","ENSG00000108100",6592,"chr10",35569170,35572667,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000374704","ENSG00000108100",6588,"chr10",35569170,35572667,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000374706","ENSG00000108100",6591,"chr10",35569170,35571924,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000374706","ENSG00000108100",6598,"chr10",35569170,35571924,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000374706","ENSG00000108100",6590,"chr10",35569170,35571924,"CCNY","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"ENST00000536438","ENSG00000096060",6601,"chr6",35573584,35575834,"FKBP5","FKBP prolyl isomerase 5 [Source:HGNC Symbol;Acc:HGNC:3721]"
"ENST00000539068","ENSG00000096060",6600,"chr6",35573584,35575834,"FKBP5","FKBP prolyl isomerase 5 [Source:HGNC Symbol;Acc:HGNC:3721]"
"ENST00000357266","ENSG00000096060",6602,"chr6",35573589,35575834,"FKBP5","FKBP prolyl isomerase 5 [Source:HGNC Symbol;Acc:HGNC:3721]"
"ENST00000203166","ENSG00000249115",6603,"chr19",35622993,35625355,"HAUS5","HAUS augmin like complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29130]"
"ENST00000352393","ENSG00000214078",6604,"chr20",35626030,35626240,"CPNE1","copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]"
"ENST00000317677","ENSG00000214078",6605,"chr20",35626043,35626240,"CPNE1","copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]"
"ENST00000397443","ENSG00000214078",6606,"chr20",35626043,35626240,"CPNE1","copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]"
"ENST00000397442","ENSG00000214078",6607,"chr20",35626065,35626240,"CPNE1","copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]"
"ENST00000262633","ENSG00000126254",6610,"chr19",35637554,35637685,"RBM42","RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]"
"ENST00000586618","ENSG00000126254",6612,"chr19",35637554,35637684,"RBM42","RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]"
"ENST00000588161","ENSG00000126254",6608,"chr19",35637554,35637686,"RBM42","RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]"
"ENST00000589559","ENSG00000126254",6613,"chr19",35637554,35637644,"RBM42","RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]"
"ENST00000589871","ENSG00000126254",6609,"chr19",35637554,35637641,"RBM42","RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]"
"ENST00000592202","ENSG00000126254",6611,"chr19",35637554,35637655,"RBM42","RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]"
"ENST00000374114","ENSG00000244462",6614,"chr20",35648924,35652523,"RBM12","RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898]"
"ENST00000359646","ENSG00000244462",6615,"chr20",35650141,35652523,"RBM12","RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898]"
"ENST00000374104","ENSG00000244462",6616,"chr20",35650325,35652523,"RBM12","RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898]"
"ENST00000392201","ENSG00000126267",6617,"chr19",35658647,35658726,"COX6B1","cytochrome c oxidase subunit 6B1 [Source:HGNC Symbol;Acc:HGNC:2280]"
"ENST00000592141","ENSG00000126267",6619,"chr19",35658647,35658782,"COX6B1","cytochrome c oxidase subunit 6B1 [Source:HGNC Symbol;Acc:HGNC:2280]"
"ENST00000649813","ENSG00000126267",6618,"chr19",35658647,35658782,"COX6B1","cytochrome c oxidase subunit 6B1 [Source:HGNC Symbol;Acc:HGNC:2280]"
"ENST00000379939","ENSG00000172915",6621,"chr13",35670991,35672736,"NBEA","neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648]"
"ENST00000400445","ENSG00000172915",6622,"chr13",35670991,35672735,"NBEA","neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648]"
"ENST00000537702","ENSG00000172915",6620,"chr13",35670991,35672735,"NBEA","neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648]"
"ENST00000253363","ENSG00000131051",6623,"chr20",35701346,35704480,"RBM39","RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]"
"ENST00000361162","ENSG00000131051",6624,"chr20",35703609,35704480,"RBM39","RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]"
"ENST00000528062","ENSG00000131051",6625,"chr20",35703897,35704480,"RBM39","RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]"
"ENST00000270815","ENSG00000142686",6626,"chr1",35713876,35715631,"C1orf216","chromosome 1 open reading frame 216 [Source:HGNC Symbol;Acc:HGNC:26800]"
"ENST00000610402","ENSG00000006125",6630,"chr17",35723699,35726413,"AP2B1","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"ENST00000610402","ENSG00000006125",6632,"chr17",35723699,35726413,"AP2B1","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"ENST00000610402","ENSG00000006125",6629,"chr17",35723699,35726413,"AP2B1","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"ENST00000621914","ENSG00000006125",6628,"chr17",35723699,35726409,"AP2B1","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"ENST00000621914","ENSG00000006125",6631,"chr17",35723699,35726409,"AP2B1","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"ENST00000621914","ENSG00000006125",6627,"chr17",35723699,35726409,"AP2B1","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"ENST00000353704","ENSG00000107175",6634,"chr9",35736726,35736999,"CREB3","cAMP responsive element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2347]"
"ENST00000353704","ENSG00000107175",6633,"chr9",35736726,35736999,"CREB3","cAMP responsive element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2347]"
"ENST00000378103","ENSG00000070610",6636,"chr9",35736865,35737168,"GBA2","glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]"
"ENST00000378103","ENSG00000070610",6635,"chr9",35736865,35737168,"GBA2","glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]"
"ENST00000378088","ENSG00000070610",6640,"chr9",35736866,35737636,"GBA2","glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]"
"ENST00000378088","ENSG00000070610",6639,"chr9",35736866,35737636,"GBA2","glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]"
"ENST00000378094","ENSG00000070610",6638,"chr9",35736866,35737475,"GBA2","glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]"
"ENST00000378094","ENSG00000070610",6637,"chr9",35736866,35737475,"GBA2","glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]"
"ENST00000420124","ENSG00000272333",6644,"chr19",35738557,35738878,"KMT2B","lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]"
"ENST00000420124","ENSG00000272333",6642,"chr19",35738557,35738878,"KMT2B","lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]"
"ENST00000420124","ENSG00000272333",6641,"chr19",35738557,35738878,"KMT2B","lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]"
"ENST00000673918","ENSG00000272333",6646,"chr19",35738557,35738878,"KMT2B","lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]"
"ENST00000673918","ENSG00000272333",6643,"chr19",35738557,35738878,"KMT2B","lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]"
"ENST00000673918","ENSG00000272333",6645,"chr19",35738557,35738878,"KMT2B","lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]"
"ENST00000405409","ENSG00000100320",6653,"chr22",35738735,35744194,"RBFOX2","RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]"
"ENST00000405409","ENSG00000100320",6656,"chr22",35738735,35744194,"RBFOX2","RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]"
"ENST00000405409","ENSG00000100320",6648,"chr22",35738735,35744194,"RBFOX2","RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]"
"ENST00000405409","ENSG00000100320",6649,"chr22",35738735,35744194,"RBFOX2","RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]"
"ENST00000405409","ENSG00000100320",6650,"chr22",35738735,35744194,"RBFOX2","RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]"
