,index,DDX6_chrom,DDX6_start,DDX6_end,strand,confidence_score,sample_or_tissue_used
6667,6667,chr17,35847087,35847192,+,30.97872799,K562
6668,6668,chr17,35847078,35847180,+,23.92434357,K562
6669,6669,chr17,35847087,35847192,+,30.97872799,K562
6670,6670,chr17,35847078,35847180,+,23.92434357,K562
6671,6671,chr17,35847087,35847192,+,30.97872799,K562
6672,6672,chr1,35855015,35855071,+,3.36069115,K562
6673,6673,chr1,35920455,35920501,+,3.540116796,K562
6674,6674,chr1,35921312,35921374,+,3.55428109,HepG2
6675,6675,chr1,35922577,35922636,+,7.575589322,HepG2
6676,6676,chr1,35922577,35922636,+,7.575589322,HepG2
6677,6677,chr1,35920455,35920501,+,3.540116796,K562
6678,6678,chr1,35920455,35920501,+,3.540116796,K562
6679,6679,chr1,35921312,35921374,+,3.55428109,HepG2
6680,6680,chr1,35922577,35922636,+,7.575589322,HepG2
6681,6681,chr1,35921312,35921374,+,3.55428109,HepG2
6682,6682,chr1,35920455,35920501,+,3.540116796,K562
6683,6683,chr21,36072541,36072581,+,3.693916752,HepG2
6684,6684,chr1,36093761,36093800,+,3.693916752,HepG2
6685,6685,chr6,36108577,36108687,+,8.60192677,K562
6686,6686,chr6,36108581,36108658,+,3.682185412,K562
6687,6687,chr6,36108581,36108658,+,3.682185412,K562
6688,6688,chr6,36108577,36108687,+,8.60192677,K562
6689,6689,chr6,36108581,36108658,+,3.682185412,K562
6690,6690,chr6,36108577,36108687,+,8.60192677,K562
6691,6691,chr1,36136700,36136808,-,43.67516217,K562
6692,6692,chr1,36136690,36136801,-,32.68499583,K562
6693,6693,chr1,36136700,36136808,-,43.67516217,K562
6694,6694,chr1,36136690,36136801,-,32.68499583,K562
6695,6695,chr1,36136690,36136801,-,32.68499583,K562
6696,6696,chr1,36136700,36136808,-,43.67516217,K562
6697,6697,chr1,36136690,36136801,-,32.68499583,K562
6698,6698,chr1,36136700,36136808,-,43.67516217,K562
6699,6699,chr1,36180668,36180739,+,5.582216856,K562
6700,6700,chr1,36180604,36180668,+,5.582216856,K562
6701,6701,chr1,36180261,36180319,+,3.957620614,K562
6702,6702,chr1,36180668,36180739,+,5.582216856,K562
6703,6703,chr1,36180604,36180668,+,5.582216856,K562
6704,6704,chr1,36180261,36180319,+,3.957620614,K562
6705,6705,chr1,36180668,36180739,+,5.582216856,K562
6706,6706,chr1,36180668,36180739,+,5.582216856,K562
6707,6707,chr1,36180261,36180319,+,3.957620614,K562
6708,6708,chr1,36180261,36180319,+,3.957620614,K562
6709,6709,chr1,36180604,36180668,+,5.582216856,K562
6710,6710,chr1,36180604,36180668,+,5.582216856,K562
6711,6711,chr22,36226752,36226896,-,6.099840782,K562
6712,6712,chr22,36226752,36226896,-,6.099840782,K562
6713,6713,chr6,36232458,36232546,+,3.915254684,K562
6714,6714,chr6,36232458,36232546,+,3.915254684,K562
6715,6715,chr6,36232458,36232546,+,3.915254684,K562
6716,6716,chr19,36238021,36238071,+,4.512902227,HepG2
6717,6717,chr19,36238021,36238071,+,4.512902227,HepG2
6718,6718,chr20,36256811,36256872,+,3.504713402,HepG2
6719,6719,chr20,36256811,36256872,+,3.504713402,HepG2
6720,6720,chr20,36256811,36256872,+,3.504713402,HepG2
6721,6721,chr20,36256811,36256872,+,3.504713402,HepG2
6722,6722,chr20,36256811,36256872,+,3.504713402,HepG2
6723,6723,chr20,36256811,36256872,+,3.504713402,HepG2
6724,6724,chr20,36256811,36256872,+,3.504713402,HepG2
6725,6725,chr20,36256811,36256872,+,3.504713402,HepG2
6726,6726,chr22,36282155,36282210,-,5.920842641,K562
6727,6727,chr22,36281338,36281374,-,3.476468913,HepG2
6728,6728,chr1,36304517,36304546,+,10.10070491,K562
6729,6729,chr1,36305026,36305114,+,15.77031816,K562
6730,6730,chr1,36304156,36304188,+,5.018019887,K562
6731,6731,chr1,36305080,36305125,+,5.018185287,HepG2
6732,6732,chr1,36304590,36304695,+,30.64315225,K562
6733,6733,chr1,36305025,36305116,+,17.71771784,K562
6734,6734,chr1,36305080,36305125,+,5.018185287,HepG2
6735,6735,chr1,36304517,36304546,+,10.10070491,K562
6736,6736,chr1,36305025,36305116,+,17.71771784,K562
6737,6737,chr1,36305026,36305114,+,15.77031816,K562
6738,6738,chr1,36304590,36304695,+,30.64315225,K562
6739,6739,chr1,36321917,36321983,+,7.658615338,HepG2
6740,6740,chr1,36321920,36322011,+,13.21284073,K562
6741,6741,chr1,36322211,36322250,+,4.017282261,K562
6742,6742,chr1,36323761,36323811,+,4.628865613,K562
6743,6743,chr1,36323193,36323244,+,4.619541281,K562
6744,6744,chr1,36321893,36321991,+,12.67028552,K562
6745,6745,chr1,36322211,36322250,+,4.017282261,K562
6746,6746,chr1,36322211,36322250,+,4.017282261,K562
6747,6747,chr1,36340628,36340680,-,3.957620614,K562
6748,6748,chr1,36339947,36340035,-,5.920842641,K562
6749,6749,chr1,36339947,36340035,-,5.920842641,K562
6750,6750,chr1,36340471,36340542,-,5.737236473,K562
6751,6751,chr1,36340471,36340542,-,5.737236473,K562
6752,6752,chr1,36340628,36340680,-,3.957620614,K562
6753,6753,chr1,36340471,36340542,-,5.737236473,K562
6754,6754,chr1,36339748,36339874,-,5.793733402,HepG2
6755,6755,chr1,36339748,36339874,-,5.793733402,HepG2
6756,6756,chr1,36339748,36339874,-,5.793733402,HepG2
6757,6757,chr1,36340628,36340680,-,3.957620614,K562
6758,6758,chr1,36339947,36340035,-,5.920842641,K562
6759,6759,chr1,36340628,36340680,-,3.957620614,K562
6760,6760,chr1,36340471,36340542,-,5.737236473,K562
6761,6761,chr1,36339748,36339874,-,5.793733402,HepG2
6762,6762,chr1,36339947,36340035,-,5.920842641,K562
6763,6763,chr21,36416719,36416810,+,3.178734411,K562
6764,6764,chr22,36467205,36467243,-,3.545634347,K562
6765,6765,chr22,36467205,36467243,-,3.545634347,K562
6766,6766,chr6,36490702,36490730,+,3.536314955,HepG2
6767,6767,chr6,36490872,36491014,+,9.018480385,K562
6768,6768,chr6,36490872,36491014,+,9.018480385,K562
6769,6769,chr6,36490702,36490730,+,3.536314955,HepG2
6770,6770,chr6,36493957,36494092,-,4.619541281,K562
6771,6771,chr6,36493901,36493933,-,3.36069115,K562
6772,6772,chr20,36528562,36528603,-,5.340467232,HepG2
6773,6773,chr20,36528562,36528603,-,5.340467232,HepG2
6774,6774,chr20,36528562,36528603,-,5.340467232,HepG2
6775,6775,chr2,36550914,36550994,+,17.16013195,HepG2
6776,6776,chr2,36549014,36549080,+,23.61803702,HepG2
6777,6777,chr2,36549016,36549068,+,11.02067393,HepG2
6778,6778,chr2,36550910,36550990,+,22.97158533,HepG2
6779,6779,chr20,36593791,36593842,+,3.476468913,HepG2
6780,6780,chr20,36593791,36593842,+,3.476468913,HepG2
6781,6781,chr20,36593791,36593842,+,3.476468913,HepG2
6782,6782,chr17,36608667,36608760,+,6.466817015,K562
6783,6783,chr17,36608806,36608861,+,4.227194163,K562
6784,6784,chr17,36608806,36608861,+,4.227194163,K562
6785,6785,chr17,36608667,36608760,+,6.466817015,K562
6786,6786,chr6,36686083,36686147,+,5.098853371,HepG2
6787,6787,chr6,36686083,36686147,+,5.098853371,HepG2
6788,6788,chr6,36686393,36686435,+,5.340467232,HepG2
6789,6789,chr6,36686076,36686119,+,5.640136071,HepG2
6790,6790,chr6,36686083,36686147,+,5.098853371,HepG2
6791,6791,chr6,36686393,36686435,+,5.340467232,HepG2
6792,6792,chr6,36686076,36686119,+,5.640136071,HepG2
6793,6793,chr6,36686076,36686119,+,5.640136071,HepG2
6794,6794,chr6,36686083,36686147,+,5.098853371,HepG2
6795,6795,chr6,36686393,36686435,+,5.340467232,HepG2
6796,6796,chr6,36686076,36686119,+,5.640136071,HepG2
6797,6797,chr6,36686393,36686435,+,5.340467232,HepG2
6798,6798,chr19,36743557,36743639,-,3.915254684,K562
6799,6799,chr19,36743598,36743677,-,3.991571025,K562
6800,6800,chr19,36743598,36743677,-,3.991571025,K562
6801,6801,chr19,36743557,36743639,-,3.915254684,K562
6802,6802,chr20,36784420,36784482,-,4.01631793,HepG2
6803,6803,chr20,36785233,36785282,-,4.739795003,HepG2
6804,6804,chr20,36784688,36784741,-,6.17462069,HepG2
6805,6805,chr20,36782288,36782332,-,4.512902227,HepG2
6806,6806,chr20,36784256,36784322,-,11.24601913,HepG2
6807,6807,chr2,36845860,36845921,-,4.661830076,K562
6808,6808,chr6,36855078,36855133,-,3.199661376,HepG2
6809,6809,chr6,36924537,36924585,+,4.367798095,K562
6810,6810,chr6,36924537,36924585,+,4.367798095,K562
6811,6811,chr6,36924009,36924053,+,3.504713402,HepG2
6812,6812,chr6,36924009,36924053,+,3.504713402,HepG2
6813,6813,chr6,36926769,36926810,+,3.693916752,HepG2
6814,6814,chr6,36968435,36968483,-,8.307859361,K562
6815,6815,chr6,36968435,36968483,-,8.307859361,K562
6816,6816,chr22,37029748,37029796,+,3.991571025,K562
6817,6817,chr22,37029748,37029796,+,3.991571025,K562
6818,6818,chr22,37029748,37029796,+,3.991571025,K562
6819,6819,chr22,37029748,37029796,+,3.991571025,K562
6820,6820,chr22,37029748,37029796,+,3.991571025,K562
6821,6821,chr22,37029748,37029796,+,3.991571025,K562
6822,6822,chr3,37053197,37053258,-,4.28721069,K562
6823,6823,chr3,37053529,37053601,-,4.007253545,HepG2
6824,6824,chr3,37053186,37053241,-,3.991571025,K562
6825,6825,chr3,37053186,37053241,-,3.991571025,K562
6826,6826,chr3,37053197,37053258,-,4.28721069,K562
6827,6827,chr3,37053529,37053601,-,4.007253545,HepG2
6828,6828,chr3,37053197,37053258,-,4.28721069,K562
6829,6829,chr3,37053529,37053601,-,4.007253545,HepG2
6830,6830,chr3,37053186,37053241,-,3.991571025,K562
6831,6831,chr5,37064956,37065001,+,4.070298109,HepG2
6832,6832,chr5,37065242,37065298,+,4.007253545,HepG2
6833,6833,chr5,37064956,37065001,+,4.070298109,HepG2
6834,6834,chr5,37065242,37065298,+,4.007253545,HepG2
6835,6835,chr17,37085911,37085953,-,3.882310524,HepG2
6836,6836,chr17,37086215,37086327,-,4.017282261,K562
6837,6837,chr17,37085911,37085953,-,3.882310524,HepG2
6838,6838,chr17,37086215,37086327,-,4.017282261,K562
6839,6839,chr17,37086215,37086327,-,4.017282261,K562
6840,6840,chr17,37085911,37085953,-,3.882310524,HepG2
6841,6841,chr6,37175247,37175293,+,400.0,K562
6842,6842,chr6,37175308,37175352,+,79.02202046,K562
6843,6843,chr6,37175074,37175107,+,44.65605994,K562
6844,6844,chr6,37175086,37175111,+,43.21546829,K562
6845,6845,chr6,37175107,37175184,+,400.0,K562
6846,6846,chr6,37175113,37175200,+,400.0,K562
6847,6847,chr6,37175184,37175242,+,83.07213197,K562
6848,6848,chr6,37175200,37175247,+,68.97645948,K562
6849,6849,chr6,37175242,37175287,+,400.0,K562
6850,6850,chr6,37174494,37174524,+,400.0,K562
6851,6851,chr6,37174524,37174549,+,400.0,K562
6852,6852,chr6,37174549,37174568,+,56.59130223,K562
6853,6853,chr6,37174630,37174681,+,27.48686234,HepG2
6854,6854,chr6,37175307,37175372,+,400.0,K562
6855,6855,chr6,37175011,37175054,+,19.51574288,HepG2
6856,6856,chr6,37175056,37175115,+,26.06770892,HepG2
6857,6857,chr6,37174229,37174260,+,36.50802233,K562
6858,6858,chr6,37174361,37174435,+,400.0,K562
6859,6859,chr6,37174378,37174410,+,400.0,K562
6860,6860,chr6,37175115,37175211,+,41.9633711,HepG2
6861,6861,chr6,37175287,37175308,+,88.25173443,K562
6862,6862,chr6,37175293,37175307,+,83.25356821,K562
6863,6863,chr6,37174782,37174794,+,45.56960241,K562
6864,6864,chr6,37174794,37174821,+,46.06396908,K562
6865,6865,chr6,37174410,37174441,+,400.0,K562
6866,6866,chr6,37174435,37174489,+,74.15709135,K562
6867,6867,chr6,37174441,37174494,+,400.0,K562
6868,6868,chr6,37175267,37175325,+,24.21524011,HepG2
6869,6869,chr6,37174110,37174126,+,25.41296288,K562
6870,6870,chr6,37174483,37174540,+,30.89329927,HepG2
6871,6871,chr6,37174489,37174555,+,400.0,K562
6872,6872,chr20,37241453,37241510,+,32.20085941,HepG2
6873,6873,chr20,37241516,37241537,+,4.928765132,HepG2
6874,6874,chr20,37241510,37241552,+,15.0832461,HepG2
6875,6875,chr20,37241516,37241537,+,4.928765132,HepG2
6876,6876,chr20,37241429,37241498,+,37.31605287,HepG2
6877,6877,chr20,37241507,37241565,+,8.714983082,K562
6878,6878,chr20,37241453,37241510,+,32.20085941,HepG2
6879,6879,chr20,37241429,37241498,+,37.31605287,HepG2
6880,6880,chr20,37241510,37241552,+,15.0832461,HepG2
6881,6881,chr20,37241507,37241565,+,8.714983082,K562
6882,6882,chr20,37316408,37316474,+,3.016910938,HepG2
6883,6883,chr20,37316408,37316474,+,3.016910938,HepG2
6884,6884,chr20,37316408,37316474,+,3.016910938,HepG2
6885,6885,chr20,37316408,37316474,+,3.016910938,HepG2
6886,6886,chr20,37316408,37316474,+,3.016910938,HepG2
6887,6887,chr6,37332603,37332653,+,3.540116796,K562
6888,6888,chr6,37332905,37332949,+,3.545634347,K562
6889,6889,chr20,37405250,37405316,+,26.84878342,HepG2
6890,6890,chr20,37404221,37404256,+,4.064158778,HepG2
6891,6891,chr20,37405247,37405324,+,7.72283998,K562
6892,6892,chr20,37405247,37405324,+,7.72283998,K562
6893,6893,chr20,37404221,37404256,+,4.064158778,HepG2
6894,6894,chr20,37405260,37405321,+,11.03936814,HepG2
6895,6895,chr20,37404221,37404256,+,4.064158778,HepG2
6896,6896,chr20,37405247,37405324,+,7.72283998,K562
6897,6897,chr20,37404221,37404256,+,4.064158778,HepG2
6898,6898,chr20,37405260,37405321,+,11.03936814,HepG2
6899,6899,chr20,37405250,37405316,+,26.84878342,HepG2
6900,6900,chr20,37405260,37405321,+,11.03936814,HepG2
6901,6901,chr20,37405247,37405324,+,7.72283998,K562
6902,6902,chr20,37405250,37405316,+,26.84878342,HepG2
6903,6903,chr20,37405260,37405321,+,11.03936814,HepG2
6904,6904,chr20,37405250,37405316,+,26.84878342,HepG2
6905,6905,chr6,37481229,37481295,+,7.553343713,K562
6906,6906,chr6,37480969,37481007,+,3.016910938,HepG2
6907,6907,chr6,37481213,37481297,+,7.148528716,K562
6908,6908,chr6,37481315,37481356,+,3.266697184,K562
6909,6909,chr1,37493689,37493730,-,4.308259517,K562
6910,6910,chr22,37490484,37490549,-,4.064158778,HepG2
6911,6911,chr22,37490484,37490549,-,4.064158778,HepG2
6912,6912,chr22,37490484,37490549,-,4.064158778,HepG2
6913,6913,chr1,37493689,37493730,-,4.308259517,K562
6914,6914,chr1,37493689,37493730,-,4.308259517,K562
6915,6915,chr21,37515100,37515156,+,4.628865613,K562
6916,6916,chr21,37513207,37513247,+,3.36069115,K562
6917,6917,chr21,37513010,37513090,+,5.268668342,HepG2
6918,6918,chr21,37513835,37513859,+,3.178734411,K562
6919,6919,chr21,37515100,37515156,+,4.628865613,K562
6920,6920,chr21,37513010,37513090,+,5.268668342,HepG2
6921,6921,chr21,37513835,37513859,+,3.178734411,K562
6922,6922,chr21,37513207,37513247,+,3.36069115,K562
6923,6923,chr21,37513010,37513090,+,5.268668342,HepG2
6924,6924,chr21,37513207,37513247,+,3.36069115,K562
6925,6925,chr21,37513835,37513859,+,3.178734411,K562
6926,6926,chr21,37515100,37515156,+,4.628865613,K562
6927,6927,chr21,37513010,37513090,+,5.268668342,HepG2
6928,6928,chr21,37513207,37513247,+,3.36069115,K562
6929,6929,chr21,37513835,37513859,+,3.178734411,K562
6930,6930,chr21,37515100,37515156,+,4.628865613,K562
6931,6931,chr17,37518392,37518422,-,3.693916752,HepG2
6932,6932,chr20,37517823,37517848,-,6.881933778,K562
6933,6933,chr20,37517823,37517848,-,6.881933778,K562
6934,6934,chr20,37518408,37518450,-,5.018185287,HepG2
6935,6935,chr20,37518072,37518080,-,3.189448735,HepG2
6936,6936,chr20,37518032,37518075,-,4.613129145,HepG2
6937,6937,chr20,37517848,37517879,-,8.805846564,K562
6938,6938,chr20,37517969,37518001,-,4.640911235,HepG2
6939,6939,chr20,37517848,37517879,-,8.805846564,K562
6940,6940,chr20,37517955,37518074,-,14.46945454,K562
6941,6941,chr20,37517828,37517876,-,9.349688202,HepG2
6942,6942,chr20,37517827,37517925,-,11.96066521,K562
6943,6943,chr20,37517879,37517911,-,3.610284393,K562
6944,6944,chr20,37517955,37518074,-,14.46945454,K562
6945,6945,chr20,37517969,37518001,-,4.640911235,HepG2
6946,6946,chr20,37517827,37517925,-,11.96066521,K562
6947,6947,chr20,37517828,37517876,-,9.349688202,HepG2
6948,6948,chr20,37518032,37518075,-,4.613129145,HepG2
6949,6949,chr20,37518072,37518080,-,3.189448735,HepG2
6950,6950,chr20,37518408,37518450,-,5.018185287,HepG2
6951,6951,chr20,37517879,37517911,-,3.610284393,K562
6952,6952,chr20,37517879,37517911,-,3.610284393,K562
6953,6953,chr20,37518072,37518080,-,3.189448735,HepG2
6954,6954,chr20,37518408,37518450,-,5.018185287,HepG2
6955,6955,chr20,37517828,37517876,-,9.349688202,HepG2
6956,6956,chr20,37517823,37517848,-,6.881933778,K562
6957,6957,chr20,37517827,37517925,-,11.96066521,K562
6958,6958,chr20,37517848,37517879,-,8.805846564,K562
6959,6959,chr20,37517969,37518001,-,4.640911235,HepG2
6960,6960,chr20,37518032,37518075,-,4.613129145,HepG2
6961,6961,chr20,37517955,37518074,-,14.46945454,K562
6962,6962,chr17,37518392,37518422,-,3.693916752,HepG2
6963,6963,chr14,37590923,37590966,-,7.099652811,HepG2
6964,6964,chr14,37590528,37590608,-,6.752025261,HepG2
6965,6965,chr22,37666853,37666901,+,4.232507593,HepG2
6966,6966,chr22,37666826,37666875,+,4.308259517,K562
6967,6967,chr22,37666824,37666890,+,10.27414935,K562
6968,6968,chr22,37666853,37666901,+,4.232507593,HepG2
6969,6969,chr22,37666853,37666901,+,4.232507593,HepG2
6970,6970,chr22,37666826,37666875,+,4.308259517,K562
6971,6971,chr22,37666826,37666875,+,4.308259517,K562
6972,6972,chr22,37666824,37666890,+,10.27414935,K562
6973,6973,chr22,37666824,37666890,+,10.27414935,K562
6974,6974,chr8,37699664,37699716,+,4.640911235,HepG2
6975,6975,chr8,37699909,37699954,+,4.739795003,HepG2
6976,6976,chr1,37709321,37709403,+,7.799232376,K562
6977,6977,chr1,37709597,37709683,+,14.43306862,K562
6978,6978,chr1,37709596,37709626,+,8.60192677,K562
6979,6979,chr1,37709321,37709403,+,7.799232376,K562
6980,6980,chr1,37709596,37709626,+,8.60192677,K562
6981,6981,chr1,37709597,37709683,+,14.43306862,K562
6982,6982,chr1,37709622,37709668,+,3.199661376,HepG2
6983,6983,chr1,37709626,37709681,+,17.34211461,K562
6984,6984,chr1,37709317,37709378,+,7.553343713,K562
6985,6985,chr1,37709626,37709681,+,17.34211461,K562
6986,6986,chr1,37709622,37709668,+,3.199661376,HepG2
6987,6987,chr1,37709317,37709378,+,7.553343713,K562
6988,6988,chr1,37803475,37803516,-,3.536314955,HepG2
6989,6989,chr22,37807155,37807175,+,30.95593085,HepG2
6990,6990,chr22,37807159,37807216,+,80.11916926,HepG2
6991,6991,chr22,37807197,37807272,+,57.84317836,HepG2
6992,6992,chr22,37807220,37807270,+,30.42346286,HepG2
6993,6993,chr22,37806735,37806781,+,29.13547705,HepG2
6994,6994,chr7,37951717,37951769,+,4.070298109,HepG2
6995,6995,chr7,37951529,37951563,+,5.340467232,HepG2
6996,6996,chr20,38092123,38092177,+,11.16751306,K562
6997,6997,chr20,38092264,38092310,+,3.610284393,K562
6998,6998,chr20,38092254,38092309,+,4.619541281,K562
6999,6999,chr20,38092123,38092187,+,8.284555836,K562
7000,7000,chr6,38153764,38153804,+,3.917588427,HepG2
7001,7001,chr6,38153764,38153804,+,3.917588427,HepG2
7002,7002,chr6,38153708,38153764,+,4.279424552,HepG2
7003,7003,chr6,38153708,38153764,+,4.279424552,HepG2
7004,7004,chr8,38163692,38163744,-,3.266697184,K562
7005,7005,chr8,38211379,38211423,+,5.577359118,HepG2
7006,7006,chr3,38253412,38253446,+,3.991571025,K562
7007,7007,chr3,38254940,38254977,+,3.957620614,K562
7008,7008,chr3,38255128,38255234,+,5.046799405,K562
7009,7009,chr3,38254747,38254796,+,4.594322111,HepG2
7010,7010,chr8,38262249,38262281,+,3.266697184,K562
7011,7011,chr8,38262249,38262281,+,3.266697184,K562
7012,7012,chr8,38262249,38262281,+,3.266697184,K562
7013,7013,chr8,38270182,38270287,-,10.43135036,K562
7014,7014,chr8,38269786,38269836,-,5.920842641,K562
7015,7015,chr8,38269856,38269979,-,15.91335548,K562
7016,7016,chr22,38291205,38291242,-,3.991571025,K562
7017,7017,chr22,38291205,38291242,-,3.991571025,K562
7018,7018,chr2,38294994,38295050,-,3.55428109,HepG2
7019,7019,chr17,38399890,38399931,+,3.199661376,HepG2
7020,7020,chr17,38405317,38405401,+,6.819218875,K562
7021,7021,chr17,38405305,38405374,+,5.793733402,HepG2
7022,7022,chr17,38405330,38405427,+,8.275393537,K562
7023,7023,chr17,38405322,38405383,+,19.68160543,HepG2
7024,7024,chr17,38402109,38402170,+,5.779849793,HepG2
7025,7025,chr17,38399890,38399931,+,3.199661376,HepG2
7026,7026,chr17,38405330,38405427,+,8.275393537,K562
7027,7027,chr17,38405305,38405374,+,5.793733402,HepG2
7028,7028,chr17,38405317,38405401,+,6.819218875,K562
7029,7029,chr17,38405322,38405383,+,19.68160543,HepG2
7030,7030,chr17,38402109,38402170,+,5.779849793,HepG2
7031,7031,chr19,38408858,38409011,+,8.608905681,K562
7032,7032,chr19,38408795,38408969,+,6.253438812,K562
7033,7033,chr19,38408795,38408969,+,6.253438812,K562
7034,7034,chr19,38408858,38409011,+,8.608905681,K562
7035,7035,chr19,38408858,38409011,+,8.608905681,K562
7036,7036,chr19,38408795,38408969,+,6.253438812,K562
7037,7037,chr8,38412887,38412939,-,6.327809749,HepG2
7038,7038,chr8,38413115,38413155,-,4.739795003,HepG2
7039,7039,chr8,38413115,38413155,-,4.739795003,HepG2
7040,7040,chr8,38412887,38412939,-,6.327809749,HepG2
7041,7041,chr8,38412887,38412939,-,6.327809749,HepG2
7042,7042,chr8,38413115,38413155,-,4.739795003,HepG2
7043,7043,chr8,38412887,38412939,-,6.327809749,HepG2
7044,7044,chr8,38413115,38413155,-,4.739795003,HepG2
7045,7045,chr8,38413115,38413155,-,4.739795003,HepG2
7046,7046,chr8,38412887,38412939,-,6.327809749,HepG2
7047,7047,chr8,38412887,38412939,-,6.327809749,HepG2
7048,7048,chr8,38413115,38413155,-,4.739795003,HepG2
7049,7049,chr8,38412887,38412939,-,6.327809749,HepG2
7050,7050,chr8,38413115,38413155,-,4.739795003,HepG2
7051,7051,chr8,38413115,38413155,-,4.739795003,HepG2
7052,7052,chr8,38413115,38413155,-,4.739795003,HepG2
7053,7053,chr8,38412887,38412939,-,6.327809749,HepG2
7054,7054,chr8,38412887,38412939,-,6.327809749,HepG2
7055,7055,chr8,38412887,38412939,-,6.327809749,HepG2
7056,7056,chr8,38413115,38413155,-,4.739795003,HepG2
7057,7057,chr3,38492914,38493026,+,12.55690638,K562
7058,7058,chr3,38492917,38493019,+,10.73714897,K562
7059,7059,chr3,38489431,38489496,+,3.016910938,HepG2
7060,7060,chr3,38492940,38493012,+,5.567766748,HepG2
7061,7061,chr3,38490819,38490858,+,3.199661376,HepG2
7062,7062,chr22,38483463,38483499,-,9.334504657,K562
7063,7063,chr22,38483522,38483566,-,8.592830124,K562
7064,7064,chr22,38483522,38483563,-,5.046799405,K562
7065,7065,chr15,38486061,38486113,+,4.734599103,K562
7066,7066,chr20,38576610,38576665,+,3.424169967,K562
7067,7067,chr20,38576610,38576665,+,3.424169967,K562
7068,7068,chr20,38576610,38576665,+,3.424169967,K562
7069,7069,chr17,38672531,38672565,-,3.536314955,HepG2
7070,7070,chr17,38673251,38673294,-,3.504713402,HepG2
7071,7071,chr17,38671988,38672022,-,3.693916752,HepG2
7072,7072,chr17,38671880,38671935,-,6.109926836,HepG2
7073,7073,chr17,38728379,38728446,+,3.610284393,K562
7074,7074,chr17,38726361,38726445,+,40.80829754,K562
7075,7075,chr17,38728626,38728655,+,3.199661376,HepG2
7076,7076,chr17,38728501,38728522,+,3.504713402,HepG2
7077,7077,chr17,38727160,38727197,+,3.536314955,HepG2
7078,7078,chr17,38726377,38726448,+,28.19679561,HepG2
7079,7079,chr17,38727324,38727410,+,6.500825165,K562
7080,7080,chr17,38728929,38728968,+,3.55428109,HepG2
7081,7081,chr19,38729699,38729752,+,9.811104687,HepG2
7082,7082,chr19,38730368,38730380,+,3.682185412,K562
7083,7083,chr19,38729559,38729603,+,16.3003617,HepG2
7084,7084,chr19,38730102,38730148,+,9.48168733,K562
7085,7085,chr19,38730350,38730385,+,4.996705807,K562
7086,7086,chr19,38730251,38730298,+,6.959041827,HepG2
7087,7087,chr19,38729700,38729731,+,5.32198595,HepG2
7088,7088,chr19,38729848,38729892,+,5.572357631,K562
7089,7089,chr19,38730009,38730040,+,4.734599103,K562
7090,7090,chr19,38730368,38730380,+,3.682185412,K562
7091,7091,chr19,38730350,38730385,+,4.996705807,K562
7092,7092,chr19,38730251,38730298,+,6.959041827,HepG2
7093,7093,chr19,38729559,38729603,+,16.3003617,HepG2
7094,7094,chr19,38730009,38730040,+,4.734599103,K562
7095,7095,chr19,38730102,38730148,+,9.48168733,K562
7096,7096,chr19,38729848,38729892,+,5.572357631,K562
7097,7097,chr19,38729561,38729651,+,24.20504515,K562
7098,7098,chr19,38729700,38729731,+,5.32198595,HepG2
7099,7099,chr19,38729699,38729752,+,9.811104687,HepG2
7100,7100,chr19,38729561,38729651,+,24.20504515,K562
7101,7101,chr19,38730368,38730380,+,3.682185412,K562
7102,7102,chr19,38730251,38730298,+,6.959041827,HepG2
7103,7103,chr19,38730350,38730385,+,4.996705807,K562
7104,7104,chr17,38734438,38734514,-,9.587990782,HepG2
7105,7105,chr17,38734882,38734932,-,3.915254684,K562
7106,7106,chr17,38735110,38735130,-,3.199661376,HepG2
7107,7107,chr17,38734696,38734739,-,4.512902227,HepG2
7108,7108,chr17,38734882,38734932,-,3.915254684,K562
7109,7109,chr17,38735110,38735130,-,3.199661376,HepG2
7110,7110,chr17,38734696,38734739,-,4.512902227,HepG2
7111,7111,chr17,38735110,38735130,-,3.199661376,HepG2
7112,7112,chr17,38734438,38734514,-,9.587990782,HepG2
7113,7113,chr17,38734438,38734514,-,9.587990782,HepG2
7114,7114,chr17,38734696,38734739,-,4.512902227,HepG2
7115,7115,chr17,38734882,38734932,-,3.915254684,K562
7116,7116,chr17,38734696,38734739,-,4.512902227,HepG2
7117,7117,chr17,38734438,38734514,-,9.587990782,HepG2
7118,7118,chr17,38735110,38735130,-,3.199661376,HepG2
7119,7119,chr17,38734882,38734932,-,3.915254684,K562
7120,7120,chr22,38735928,38736052,-,19.06800849,K562
7121,7121,chr22,38735043,38735077,-,4.52966126,HepG2
7122,7122,chr22,38735773,38735780,-,3.536314955,HepG2
7123,7123,chr22,38735324,38735387,-,9.415103656,HepG2
7124,7124,chr22,38735070,38735102,-,3.424169967,K562
7125,7125,chr22,38735133,38735217,-,9.632316897,K562
7126,7126,chr22,38735939,38735998,-,10.67052076,HepG2
7127,7127,chr22,38735941,38735967,-,4.594322111,HepG2
7128,7128,chr22,38735321,38735353,-,6.364360558,HepG2
7129,7129,chr22,38735867,38735888,-,3.178734411,K562
7130,7130,chr22,38735044,38735084,-,6.552112966,HepG2
7131,7131,chr22,38735062,38735200,-,14.89452081,K562
7132,7132,chr22,38735773,38735780,-,3.536314955,HepG2
