ensembl_transcript_id,ensembl_gene_id,external_gene_name,description,DDX6_chrom,DDX6_start,DDX6_end,strand,confidence_score,sample_or_tissue_used,3UTR_chrom,3UTR_start,3UTR_end
ENST00000261168,ENSG00000171681,ATF7IP,activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092],chr12,14502831,14502895,+,5.858969044,K562,chr12,14498073,14502931
ENST00000536444,ENSG00000171681,ATF7IP,activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092],chr12,14502831,14502895,+,5.858969044,K562,chr12,14498073,14502930
ENST00000344135,ENSG00000038382,TRIO,trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303],chr5,14509405,14509448,+,3.55428109,HepG2,chr5,14508422,14510204
ENST00000344204,ENSG00000038382,TRIO,trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303],chr5,14509405,14509448,+,3.55428109,HepG2,chr5,14508422,14510203
ENST00000254322,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000254322,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000254322,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000254322,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000594099,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514768,14515939
ENST00000594099,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514768,14515939
ENST00000594099,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514768,14515939
ENST00000594099,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514768,14515939
ENST00000596075,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000596075,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514768,14515939
ENST00000596075,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514768,14515939
ENST00000596075,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000596853,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000596853,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514768,14515939
ENST00000596853,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514768,14515939
ENST00000596853,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514768,14515939
ENST00000676577,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000676577,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514768,14515939
ENST00000676577,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514768,14515939
ENST00000676577,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000677848,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000677848,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000677848,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000677848,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514768,14515939
ENST00000678009,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514768,14515939
ENST00000678009,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000678009,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514768,14515939
ENST00000678009,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514768,14515939
ENST00000676515,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514775,14515939
ENST00000676515,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514775,14515939
ENST00000676515,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514775,14515939
ENST00000676515,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514775,14515939
ENST00000598692,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514780,14515939
ENST00000598692,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514780,14515939
ENST00000598692,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514780,14515939
ENST00000598692,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514780,14515939
ENST00000595139,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514781,14515939
ENST00000595139,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514781,14515939
ENST00000595139,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514781,14516435
ENST00000595139,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514781,14516435
ENST00000598235,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514781,14516435
ENST00000598235,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514781,14515939
ENST00000598235,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514781,14516435
ENST00000598235,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514781,14515939
ENST00000677762,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514781,14515939
ENST00000677762,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514781,14515939
ENST00000677762,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514781,14515939
ENST00000677762,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514781,14515939
ENST00000678338,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514781,14515939
ENST00000678338,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514781,14515939
ENST00000678338,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514781,14515939
ENST00000678338,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514781,14515939
ENST00000601533,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514782,14515939
ENST00000601533,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514782,14515939
ENST00000601533,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514782,14515939
ENST00000601533,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514782,14515939
ENST00000677204,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514782,14515939
ENST00000677204,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514782,14515939
ENST00000677204,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514782,14515939
ENST00000677204,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514782,14515939
ENST00000679223,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514786,14515939
ENST00000679223,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514786,14515939
ENST00000679223,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514786,14515939
ENST00000679223,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514786,14515939
ENST00000676982,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14514859,14514926,-,5.018185287,HepG2,chr19,14514835,14515939
ENST00000676982,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514835,14515939
ENST00000676982,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514835,14515939
ENST00000676982,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514835,14515939
ENST00000678098,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14514961,14515939
ENST00000678098,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14514961,14515939
ENST00000678098,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14514961,14515939
ENST00000396969,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14515648,14515939
ENST00000396969,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14515648,14515939
ENST00000396969,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515658,14515717,-,5.018185287,HepG2,chr19,14515648,14515939
ENST00000595992,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515805,14515855,-,5.229321962,K562,chr19,14515777,14515939
ENST00000595992,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270],chr19,14515871,14515927,-,4.681982602,K562,chr19,14515777,14515939
ENST00000181796,ENSG00000065809,FAM107B,family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726],chr10,14520216,14520312,-,6.17462069,HepG2,chr10,14518556,14521189
ENST00000378470,ENSG00000065809,FAM107B,family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726],chr10,14520216,14520312,-,6.17462069,HepG2,chr10,14518556,14521189
ENST00000622567,ENSG00000065809,FAM107B,family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726],chr10,14520216,14520312,-,6.17462069,HepG2,chr10,14518558,14521189
ENST00000468747,ENSG00000065809,FAM107B,family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726],chr10,14520216,14520312,-,6.17462069,HepG2,chr10,14519158,14521189
ENST00000378467,ENSG00000065809,FAM107B,family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726],chr10,14520216,14520312,-,6.17462069,HepG2,chr10,14519512,14521189
ENST00000287667,ENSG00000103512,NOMO1,NODAL modulator 1 [Source:HGNC Symbol;Acc:HGNC:30060],chr16,14896049,14896102,+,5.567766748,HepG2,chr16,14895645,14896157
ENST00000318948,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961246,14961287,-,3.36069115,K562,chr21,14961234,14964715
ENST00000318948,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961805,14961851,-,4.545455288,HepG2,chr21,14961234,14964715
ENST00000318948,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14962374,14962415,-,3.016910938,HepG2,chr21,14961234,14964715
ENST00000318948,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14962374,14962415,-,3.016910938,HepG2,chr21,14961234,14964715
ENST00000318948,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14962374,14962415,-,3.016910938,HepG2,chr21,14961234,14964715
ENST00000318948,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961710,14961753,-,4.512902227,HepG2,chr21,14961234,14964715
ENST00000400199,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961710,14961753,-,4.512902227,HepG2,chr21,14961234,14964715
ENST00000400199,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961710,14961753,-,4.512902227,HepG2,chr21,14961234,14964715
ENST00000400199,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961298,14961352,-,3.991571025,K562,chr21,14961234,14964715
ENST00000400199,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961710,14961752,-,3.504713402,HepG2,chr21,14961234,14964715
ENST00000400199,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961805,14961851,-,4.545455288,HepG2,chr21,14961234,14964715
ENST00000400199,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961298,14961352,-,3.991571025,K562,chr21,14961234,14964715
ENST00000400202,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961710,14961752,-,3.504713402,HepG2,chr21,14961234,14964715
ENST00000400202,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961246,14961287,-,3.36069115,K562,chr21,14961234,14964715
ENST00000400202,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961246,14961287,-,3.36069115,K562,chr21,14961234,14964715
ENST00000400202,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961298,14961352,-,3.991571025,K562,chr21,14961234,14964715
ENST00000400202,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961805,14961851,-,4.545455288,HepG2,chr21,14961234,14964715
ENST00000400202,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001],chr21,14961710,14961752,-,3.504713402,HepG2,chr21,14961234,14964715
ENST00000396410,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995],chr16,15037597,15037660,+,4.105895486,K562,chr16,15036275,15038323
ENST00000396410,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995],chr16,15037119,15037183,+,5.793733402,HepG2,chr16,15036275,15038332
ENST00000396410,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995],chr16,15037574,15037646,+,6.466272034,K562,chr16,15036275,15038323
ENST00000450288,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995],chr16,15037574,15037646,+,6.466272034,K562,chr16,15036275,15038332
ENST00000450288,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995],chr16,15037119,15037183,+,5.793733402,HepG2,chr16,15036275,15037687
ENST00000450288,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995],chr16,15037119,15037183,+,5.793733402,HepG2,chr16,15036275,15038323
ENST00000569715,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995],chr16,15037597,15037660,+,4.105895486,K562,chr16,15036275,15037687
ENST00000569715,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995],chr16,15037574,15037646,+,6.466272034,K562,chr16,15036275,15037687
ENST00000569715,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995],chr16,15037597,15037660,+,4.105895486,K562,chr16,15036275,15038332
ENST00000617312,ENSG00000177463,NR2C2,nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972],chr3,15049109,15049222,+,5.845397111,K562,chr3,15043008,15049273
ENST00000253686,ENSG00000131368,MRPS25,mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511],chr3,15049109,15049222,+,5.845397111,K562,chr3,15048511,15052440
ENST00000449354,ENSG00000131368,MRPS25,mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511],chr3,15049109,15049222,+,5.845397111,K562,chr3,15049211,15049826
ENST00000198767,ENSG00000085721,RRN3,"RRN3 homolog, RNA polymerase I transcription factor [Source:HGNC Symbol;Acc:HGNC:30346]",chr16,15060748,15060792,-,6.29980467,HepG2,chr16,15060032,15061743
ENST00000378116,ENSG00000148468,FAM171A1,family with sequence similarity 171 member A1 [Source:HGNC Symbol;Acc:HGNC:23522],chr10,15212178,15212212,-,3.199661376,HepG2,chr10,15211642,15212914
ENST00000378116,ENSG00000148468,FAM171A1,family with sequence similarity 171 member A1 [Source:HGNC Symbol;Acc:HGNC:23522],chr10,15211796,15211853,-,4.512902227,HepG2,chr10,15211642,15212914
ENST00000378116,ENSG00000148468,FAM171A1,family with sequence similarity 171 member A1 [Source:HGNC Symbol;Acc:HGNC:23522],chr10,15212349,15212393,-,3.511542639,HepG2,chr10,15211642,15212914
ENST00000434578,ENSG00000171729,TMEM51,transmembrane protein 51 [Source:HGNC Symbol;Acc:HGNC:25488],chr1,15219669,15219711,+,3.504713402,HepG2,chr1,15219393,15220393
ENST00000674673,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229772,15230916
ENST00000312280,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229778,15230916
ENST00000395938,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229778,15230916
ENST00000494511,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229778,15230916
ENST00000580584,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229778,15231068
ENST00000612492,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229778,15230916
ENST00000675551,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229778,15230916
ENST00000675819,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229778,15230734
ENST00000675854,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229778,15230916
ENST00000676329,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229778,15230916
ENST00000676221,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229783,15230916
ENST00000675950,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],chr17,15229943,15230034,-,3.540116796,K562,chr17,15229784,15230916
